Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2018","2018","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2019","2019","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2022","2022","%","25.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401","Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)","20142016","2014-2016","%","17.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401","Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)","20152017","2015-2017","%","18.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401","Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)","20162018","2016-2018","%","19.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401","Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)","20172019","2017-2019","%","19.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401","Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)","20182020","2018-2020","%","20.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401","Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)","20192021","2019-2021","%","22.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401","Prevalencia de la inseguridad alimentaria grave en la población total (%) (promedio de 3 años)","20202022","2020-2022","%","23.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2014","2014","%","16.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2015","2015","%","17.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2016","2016","%","19.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2017","2017","%","20","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2018","2018","%","19.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2019","2019","%","20.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2020","2020","%","22.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2021","2021","%","23.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400","Prevalencia de la inseguridad alimentaria grave en la población total (%) (valor anual)","2022","2022","%","24","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2014","2014","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2015","2015","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2016","2016","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2017","2017","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2018","2018","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2019","2019","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400U","Prevalencia de la inseguridad alimentaria grave en la población urbana adulta (porcentaje) (valor anual)","2022","2022","%","20.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años)","20142016","2014-2016","%","16.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años)","20152017","2015-2017","%","17.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años)","20162018","2016-2018","%","18.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años)","20172019","2017-2019","%","18.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años)","20182020","2018-2020","%","19.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años)","20192021","2019-2021","%","21","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años)","20202022","2020-2022","%","22.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2014","2014","%","15.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2015","2015","%","16.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2016","2016","%","18.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2017","2017","%","19.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2018","2018","%","18.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2019","2019","%","19","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2020","2020","%","21.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2021","2021","%","22.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400M","Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (valor anual)","2022","2022","%","22.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años)","20142016","2014-2016","%","17.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años)","20152017","2015-2017","%","18.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años)","20162018","2016-2018","%","19.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años)","20172019","2017-2019","%","19.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años)","20182020","2018-2020","%","20.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años)","20192021","2019-2021","%","21.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210401F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años)","20202022","2020-2022","%","22.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2014","2014","%","17.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2015","2015","%","16.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2016","2016","%","19.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2017","2017","%","19.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2018","2018","%","19","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2019","2019","%","19.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2020","2020","%","22.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2021","2021","%","23.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210400F","Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (valor anual)","2022","2022","%","23.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2014","2014","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2015","2015","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2016","2016","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2017","2017","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2018","2018","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2019","2019","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090TSUB","Prevalencia de la inseguridad alimentaria moderada o grave en la población periurbana adulta (porcentaje) (valor anual)","2022","2022","%","60.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2014","2014","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2015","2015","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2016","2016","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2017","2017","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2018","2018","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2019","2019","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2022","2022","%","64.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20142016","2014-2016","%","46.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20152017","2015-2017","%","48.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20162018","2016-2018","%","50.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20172019","2017-2019","%","51.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20182020","2018-2020","%","53.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20192021","2019-2021","%","56.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20202022","2020-2022","%","58.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2014","2014","%","44.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2015","2015","%","45.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2016","2016","%","49.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2017","2017","%","51.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2018","2018","%","51.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2019","2019","%","52.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2020","2020","%","56","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2021","2021","%","59.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2022","2022","%","60.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2014","2014","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2015","2015","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2016","2016","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2017","2017","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2018","2018","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2019","2019","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2022","2022","%","54.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20142016","2014-2016","%","44.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20152017","2015-2017","%","46.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20162018","2016-2018","%","48.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20172019","2017-2019","%","49.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20182020","2018-2020","%","51.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20192021","2019-2021","%","53.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20202022","2020-2022","%","56.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2014","2014","%","41.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2015","2015","%","43.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2016","2016","%","47.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2017","2017","%","49.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2018","2018","%","49.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2019","2019","%","49.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2020","2020","%","53.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2021","2021","%","58","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2022","2022","%","58.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20142016","2014-2016","%","46.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20152017","2015-2017","%","48.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20162018","2016-2018","%","50.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20172019","2017-2019","%","51.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20182020","2018-2020","%","52.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20192021","2019-2021","%","55.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20202022","2020-2022","%","57.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2014","2014","%","45","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2015","2015","%","44.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2016","2016","%","49.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2017","2017","%","51","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2018","2018","%","50.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2019","2019","%","52","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2020","2020","%","55.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2021","2021","%","58.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2022","2022","%","59.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","002","África","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","559.7","E","Valor estimado",""
